cpse_1,material_code_1,material_description_1,cpse_2,material_code_2,material_description_2,category,semantic_score,attribute_score,lexical_score,hybrid_score,confidence,conflicts,explanation,same_benchmark_group
SAIL,STL2046,MS HEX NUT M10,BHEL,BHL1004,SS Bolt M10 X 60,Fastener,0.596,0.0,0.7368,0.25850000977516174,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.596, Attribute=0.000, Lexical=0.737. Potential difference: material, size, grade/specification.",False
BHEL,BHL1002,MS Hex Nut M10,SAIL,STL2048,SS HEX BOLT M10-60,Fastener,0.596,0.0,0.7368,0.25850000977516174,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.596, Attribute=0.000, Lexical=0.737. Potential difference: material, size, grade/specification.",False
BHEL,BHL1001,SS Bolt M10 X 50,NTPC,NTP5525,Galvanized Hexagonal Bolt 12mm x 75mm,Fastener,0.6293,0.0,0.625,0.25839999318122864,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.629, Attribute=0.000, Lexical=0.625. Potential difference: material, size, grade/specification.",False
BHEL,BHL1001,SS Bolt M10 X 50,ONGC,ONG1105,Galvanised Steel Bolt M12 75mm,Fastener,0.6293,0.0,0.625,0.25839999318122864,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.629, Attribute=0.000, Lexical=0.625. Potential difference: material, size, grade/specification.",False
SAIL,STL4001,CS Gate Valve 50NB CL150,ONGC,ONG3304,Butterfly Valve Size 100 NB Pressure PN16,Valve,0.6615,0.0,0.5152,0.257999986410141,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.662, Attribute=0.000, Lexical=0.515. Potential difference: material, size, grade/specification.",False
BHEL,BHL1010,Gate Valve 50 NB Class 150,ONGC,ONG3304,Butterfly Valve Size 100 NB Pressure PN16,Valve,0.6615,0.0,0.5152,0.257999986410141,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.662, Attribute=0.000, Lexical=0.515. Potential difference: material, size, grade/specification.",False
BHEL,BHL1010,Gate Valve 50 NB Class 150,SAIL,STL4004,DI Butterfly Valve 100NB PN16,Valve,0.6615,0.0,0.5152,0.257999986410141,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.662, Attribute=0.000, Lexical=0.515. Potential difference: material, size, grade/specification.",False
SAIL,STL4001,CS Gate Valve 50NB CL150,NTPC,NTP7704,100 NB Butterfly Valve PN 16,Valve,0.6615,0.0,0.5152,0.257999986410141,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.662, Attribute=0.000, Lexical=0.515. Potential difference: material, size, grade/specification.",False
SAIL,STL4001,CS Gate Valve 50NB CL150,BHEL,BHL1013,Butterfly Valve 100 NB PN16,Valve,0.6615,0.0,0.5152,0.257999986410141,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.662, Attribute=0.000, Lexical=0.515. Potential difference: material, size, grade/specification.",False
BHEL,BHL1010,Gate Valve 50 NB Class 150,NTPC,NTP7704,100 NB Butterfly Valve PN 16,Valve,0.6615,0.0,0.5152,0.257999986410141,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.662, Attribute=0.000, Lexical=0.515. Potential difference: material, size, grade/specification.",False
ONGC,ONG1102,Mild Steel Nut Size M10,NTPC,NTP5525,Galvanized Hexagonal Bolt 12mm x 75mm,Fastener,0.62,0.0,0.6452,0.25679999589920044,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.620, Attribute=0.000, Lexical=0.645. Potential difference: material, size, grade/specification.",False
SAIL,STL2048,SS HEX BOLT M10-60,NTPC,NTP5525,Galvanized Hexagonal Bolt 12mm x 75mm,Fastener,0.6332,0.0,0.6,0.2565999925136566,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.633, Attribute=0.000, Lexical=0.600. Potential difference: material, size, grade/specification.",False
BHEL,BHL1004,SS Bolt M10 X 60,ONGC,ONG1105,Galvanised Steel Bolt M12 75mm,Fastener,0.6332,0.0,0.6,0.2565999925136566,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.633, Attribute=0.000, Lexical=0.600. Potential difference: material, size, grade/specification.",False
BHEL,BHL1004,SS Bolt M10 X 60,NTPC,NTP5525,Galvanized Hexagonal Bolt 12mm x 75mm,Fastener,0.6332,0.0,0.6,0.2565999925136566,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.633, Attribute=0.000, Lexical=0.600. Potential difference: material, size, grade/specification.",False
SAIL,STL2048,SS HEX BOLT M10-60,ONGC,ONG1105,Galvanised Steel Bolt M12 75mm,Fastener,0.6332,0.0,0.6,0.2565999925136566,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.633, Attribute=0.000, Lexical=0.600. Potential difference: material, size, grade/specification.",False
ONGC,ONG1102,Mild Steel Nut Size M10,BHEL,BHL1005,GI Hex Bolt M12 X 75,Fastener,0.6346,0.0,0.5882,0.2554999887943268,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.635, Attribute=0.000, Lexical=0.588. Potential difference: material, size, grade/specification.",False
ONGC,ONG1102,Mild Steel Nut Size M10,SAIL,STL2049,GI HEX BOLT M12-75,Fastener,0.6346,0.0,0.5882,0.2554999887943268,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.635, Attribute=0.000, Lexical=0.588. Potential difference: material, size, grade/specification.",False
SAIL,STL2045,SS HEX BOLT M10-50,BHEL,BHL1002,MS Hex Nut M10,Fastener,0.592,0.0,0.7273,0.2551000118255615,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.592, Attribute=0.000, Lexical=0.727. Potential difference: material, size, grade/specification.",False
SAIL,STL2045,SS HEX BOLT M10-50,NTPC,NTP5525,Galvanized Hexagonal Bolt 12mm x 75mm,Fastener,0.624,0.0,0.6173,0.25459998846054077,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.624, Attribute=0.000, Lexical=0.617. Potential difference: material, size, grade/specification.",False
SAIL,STL2045,SS HEX BOLT M10-50,ONGC,ONG1105,Galvanised Steel Bolt M12 75mm,Fastener,0.624,0.0,0.6173,0.25459998846054077,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.624, Attribute=0.000, Lexical=0.617. Potential difference: material, size, grade/specification.",False
BHEL,BHL1002,MS Hex Nut M10,ONGC,ONG1105,Galvanised Steel Bolt M12 75mm,Fastener,0.6299,0.0,0.5882,0.2531999945640564,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.630, Attribute=0.000, Lexical=0.588. Potential difference: material, size, grade/specification.",False
SAIL,STL2046,MS HEX NUT M10,NTPC,NTP5525,Galvanized Hexagonal Bolt 12mm x 75mm,Fastener,0.6299,0.0,0.5882,0.2531999945640564,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.630, Attribute=0.000, Lexical=0.588. Potential difference: material, size, grade/specification.",False
SAIL,STL2046,MS HEX NUT M10,ONGC,ONG1105,Galvanised Steel Bolt M12 75mm,Fastener,0.6299,0.0,0.5882,0.2531999945640564,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.630, Attribute=0.000, Lexical=0.588. Potential difference: material, size, grade/specification.",False
BHEL,BHL1002,MS Hex Nut M10,NTPC,NTP5525,Galvanized Hexagonal Bolt 12mm x 75mm,Fastener,0.6299,0.0,0.5882,0.2531999945640564,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.630, Attribute=0.000, Lexical=0.588. Potential difference: material, size, grade/specification.",False
SAIL,STL4003,Carbon Steel Globe Valve 25NB Class150,BHEL,BHL1013,Butterfly Valve 100 NB PN16,Valve,0.6603,0.0,0.4848,0.25290000438690186,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.660, Attribute=0.000, Lexical=0.485. Potential difference: material, size, grade/specification.",False
SAIL,STL4003,Carbon Steel Globe Valve 25NB Class150,ONGC,ONG3304,Butterfly Valve Size 100 NB Pressure PN16,Valve,0.6603,0.0,0.4848,0.25290000438690186,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.660, Attribute=0.000, Lexical=0.485. Potential difference: material, size, grade/specification.",False
SAIL,STL4003,Carbon Steel Globe Valve 25NB Class150,NTPC,NTP7704,100 NB Butterfly Valve PN 16,Valve,0.6603,0.0,0.4848,0.25290000438690186,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.660, Attribute=0.000, Lexical=0.485. Potential difference: material, size, grade/specification.",False
BHEL,BHL1012,Globe Valve 25 NB Class 150,SAIL,STL4004,DI Butterfly Valve 100NB PN16,Valve,0.6603,0.0,0.4848,0.25290000438690186,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.660, Attribute=0.000, Lexical=0.485. Potential difference: material, size, grade/specification.",False
BHEL,BHL1012,Globe Valve 25 NB Class 150,ONGC,ONG3304,Butterfly Valve Size 100 NB Pressure PN16,Valve,0.6603,0.0,0.4848,0.25290000438690186,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.660, Attribute=0.000, Lexical=0.485. Potential difference: material, size, grade/specification.",False
BHEL,BHL1012,Globe Valve 25 NB Class 150,NTPC,NTP7704,100 NB Butterfly Valve PN 16,Valve,0.6603,0.0,0.4848,0.25290000438690186,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.660, Attribute=0.000, Lexical=0.485. Potential difference: material, size, grade/specification.",False
NTPC,NTP5523,Stainless Steel Plain Washer 10mm,ONGC,ONG1105,Galvanised Steel Bolt M12 75mm,Fastener,0.6156,0.0,0.6286,0.25209999084472656,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.616, Attribute=0.000, Lexical=0.629. Potential difference: material, size, grade/specification.",False
NTPC,NTP5523,Stainless Steel Plain Washer 10mm,SAIL,STL2049,GI HEX BOLT M12-75,Fastener,0.6257,0.0,0.5789,0.24969999492168427,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.626, Attribute=0.000, Lexical=0.579. Potential difference: material, size, grade/specification.",False
NTPC,NTP5523,Stainless Steel Plain Washer 10mm,BHEL,BHL1005,GI Hex Bolt M12 X 75,Fastener,0.6257,0.0,0.5789,0.24969999492168427,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.626, Attribute=0.000, Lexical=0.579. Potential difference: material, size, grade/specification.",False
SAIL,STL2047,SS WASHER M10 FLAT,BHEL,BHL1005,GI Hex Bolt M12 X 75,Fastener,0.5945,0.0,0.6585,0.2460000067949295,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.595, Attribute=0.000, Lexical=0.659. Potential difference: material, size, grade/specification.",False
ONGC,ONG1103,SS Plain Washer M10,BHEL,BHL1005,GI Hex Bolt M12 X 75,Fastener,0.5945,0.0,0.6585,0.2460000067949295,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.595, Attribute=0.000, Lexical=0.659. Potential difference: material, size, grade/specification.",False
BHEL,BHL1003,SS Flat Washer M10,SAIL,STL2049,GI HEX BOLT M12-75,Fastener,0.5945,0.0,0.6585,0.2460000067949295,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.595, Attribute=0.000, Lexical=0.659. Potential difference: material, size, grade/specification.",False
ONGC,ONG1103,SS Plain Washer M10,SAIL,STL2049,GI HEX BOLT M12-75,Fastener,0.5945,0.0,0.6585,0.2460000067949295,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.595, Attribute=0.000, Lexical=0.659. Potential difference: material, size, grade/specification.",False
BHEL,BHL1001,SS Bolt M10 X 50,ONGC,ONG1102,Mild Steel Nut Size M10,Fastener,0.5949,0.0,0.6286,0.24169999361038208,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.595, Attribute=0.000, Lexical=0.629. Potential difference: material, size, grade/specification.",False
ONGC,ONG1102,Mild Steel Nut Size M10,SAIL,STL2048,SS HEX BOLT M10-60,Fastener,0.5874,0.0,0.6286,0.23800000548362732,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.587, Attribute=0.000, Lexical=0.629. Potential difference: material, size, grade/specification.",False
ONGC,ONG1102,Mild Steel Nut Size M10,BHEL,BHL1004,SS Bolt M10 X 60,Fastener,0.5874,0.0,0.6286,0.23800000548362732,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.587, Attribute=0.000, Lexical=0.629. Potential difference: material, size, grade/specification.",False
SAIL,STL2045,SS HEX BOLT M10-50,ONGC,ONG1102,Mild Steel Nut Size M10,Fastener,0.5804,0.0,0.6197,0.23309999704360962,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.580, Attribute=0.000, Lexical=0.620. Potential difference: material, size, grade/specification.",False
NTPC,NTP5521,Stainless Steel Hex Bolt 10mm x 50mm,ONGC,ONG1102,Mild Steel Nut Size M10,Fastener,0.5617,0.0,0.6774,0.23240000009536743,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.562, Attribute=0.000, Lexical=0.677. Potential difference: material, size, grade/specification.",False
ONGC,ONG1102,Mild Steel Nut Size M10,NTPC,NTP5524,Stainless Steel Hex Bolt 10mm x 60mm,Fastener,0.5584,0.0,0.6774,0.23080000281333923,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.558, Attribute=0.000, Lexical=0.677. Potential difference: material, size, grade/specification.",False
ONGC,ONG1101,Stainless Steel Bolt M10 by 50,SAIL,STL2046,MS HEX NUT M10,Fastener,0.5683,0.0,0.6176,0.22679999470710754,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.568, Attribute=0.000, Lexical=0.618. Potential difference: material, size, grade/specification.",False
NTPC,NTP5521,Stainless Steel Hex Bolt 10mm x 50mm,BHEL,BHL1002,MS Hex Nut M10,Fastener,0.5683,0.0,0.6176,0.22679999470710754,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.568, Attribute=0.000, Lexical=0.618. Potential difference: material, size, grade/specification.",False
NTPC,NTP5521,Stainless Steel Hex Bolt 10mm x 50mm,SAIL,STL2046,MS HEX NUT M10,Fastener,0.5683,0.0,0.6176,0.22679999470710754,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.568, Attribute=0.000, Lexical=0.618. Potential difference: material, size, grade/specification.",False
ONGC,ONG1101,Stainless Steel Bolt M10 by 50,BHEL,BHL1002,MS Hex Nut M10,Fastener,0.5683,0.0,0.6176,0.22679999470710754,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.568, Attribute=0.000, Lexical=0.618. Potential difference: material, size, grade/specification.",False
ONGC,ONG1103,SS Plain Washer M10,NTPC,NTP5525,Galvanized Hexagonal Bolt 12mm x 75mm,Fastener,0.5826,0.0,0.5526,0.22419999539852142,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.583, Attribute=0.000, Lexical=0.553. Potential difference: material, size, grade/specification.",False
BHEL,BHL1003,SS Flat Washer M10,ONGC,ONG1105,Galvanised Steel Bolt M12 75mm,Fastener,0.5826,0.0,0.5526,0.22419999539852142,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.583, Attribute=0.000, Lexical=0.553. Potential difference: material, size, grade/specification.",False
SAIL,STL2047,SS WASHER M10 FLAT,ONGC,ONG1105,Galvanised Steel Bolt M12 75mm,Fastener,0.5826,0.0,0.5526,0.22419999539852142,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.583, Attribute=0.000, Lexical=0.553. Potential difference: material, size, grade/specification.",False
BHEL,BHL1003,SS Flat Washer M10,NTPC,NTP5525,Galvanized Hexagonal Bolt 12mm x 75mm,Fastener,0.5826,0.0,0.5526,0.22419999539852142,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.583, Attribute=0.000, Lexical=0.553. Potential difference: material, size, grade/specification.",False
SAIL,STL2047,SS WASHER M10 FLAT,NTPC,NTP5525,Galvanized Hexagonal Bolt 12mm x 75mm,Fastener,0.5826,0.0,0.5526,0.22419999539852142,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.583, Attribute=0.000, Lexical=0.553. Potential difference: material, size, grade/specification.",False
SAIL,STL2046,MS HEX NUT M10,ONGC,ONG1104,Stainless Steel Bolt M10 by 60,Fastener,0.5631,0.0,0.6176,0.22419999539852142,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.563, Attribute=0.000, Lexical=0.618. Potential difference: material, size, grade/specification.",False
SAIL,STL2046,MS HEX NUT M10,NTPC,NTP5524,Stainless Steel Hex Bolt 10mm x 60mm,Fastener,0.5631,0.0,0.6176,0.22419999539852142,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.563, Attribute=0.000, Lexical=0.618. Potential difference: material, size, grade/specification.",False
BHEL,BHL1002,MS Hex Nut M10,NTPC,NTP5524,Stainless Steel Hex Bolt 10mm x 60mm,Fastener,0.5631,0.0,0.6176,0.22419999539852142,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.563, Attribute=0.000, Lexical=0.618. Potential difference: material, size, grade/specification.",False
BHEL,BHL1002,MS Hex Nut M10,ONGC,ONG1104,Stainless Steel Bolt M10 by 60,Fastener,0.5631,0.0,0.6176,0.22419999539852142,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.563, Attribute=0.000, Lexical=0.618. Potential difference: material, size, grade/specification.",False
NTPC,NTP9902,16 Sq MM Aluminium Power Cable,ONGC,ONG5503,FRLS Cu Cable 4 Square MM,Cable,0.5908,0.0,0.52,0.22339999675750732,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.591, Attribute=0.000, Lexical=0.520. Potential difference: material, size, grade/specification.",False
BHEL,BHL1017,Aluminium Cable 16 Sqmm,NTPC,NTP9903,4 Sq MM Copper FRLS Cable,Cable,0.5908,0.0,0.52,0.22339999675750732,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.591, Attribute=0.000, Lexical=0.520. Potential difference: material, size, grade/specification.",False
BHEL,BHL1017,Aluminium Cable 16 Sqmm,SAIL,STL6003,Copper Cable 4mm2 Flame Retardant Low Smoke,Cable,0.5908,0.0,0.52,0.22339999675750732,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.591, Attribute=0.000, Lexical=0.520. Potential difference: material, size, grade/specification.",False
ONGC,ONG5502,16 Square MM Aluminium XLPE Cable,SAIL,STL6003,Copper Cable 4mm2 Flame Retardant Low Smoke,Cable,0.5908,0.0,0.52,0.22339999675750732,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.591, Attribute=0.000, Lexical=0.520. Potential difference: material, size, grade/specification.",False
SAIL,STL6002,Aluminium Cable 16mm2 XLPE,BHEL,BHL1018,FRLS Copper Cable 4 Sqmm,Cable,0.5908,0.0,0.52,0.22339999675750732,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.591, Attribute=0.000, Lexical=0.520. Potential difference: material, size, grade/specification.",False
SAIL,STL6002,Aluminium Cable 16mm2 XLPE,NTPC,NTP9903,4 Sq MM Copper FRLS Cable,Cable,0.5908,0.0,0.52,0.22339999675750732,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.591, Attribute=0.000, Lexical=0.520. Potential difference: material, size, grade/specification.",False
SAIL,STL6002,Aluminium Cable 16mm2 XLPE,ONGC,ONG5503,FRLS Cu Cable 4 Square MM,Cable,0.5908,0.0,0.52,0.22339999675750732,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.591, Attribute=0.000, Lexical=0.520. Potential difference: material, size, grade/specification.",False
ONGC,ONG5502,16 Square MM Aluminium XLPE Cable,BHEL,BHL1018,FRLS Copper Cable 4 Sqmm,Cable,0.5908,0.0,0.52,0.22339999675750732,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.591, Attribute=0.000, Lexical=0.520. Potential difference: material, size, grade/specification.",False
ONGC,ONG5502,16 Square MM Aluminium XLPE Cable,NTPC,NTP9903,4 Sq MM Copper FRLS Cable,Cable,0.5908,0.0,0.52,0.22339999675750732,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.591, Attribute=0.000, Lexical=0.520. Potential difference: material, size, grade/specification.",False
NTPC,NTP9902,16 Sq MM Aluminium Power Cable,BHEL,BHL1018,FRLS Copper Cable 4 Sqmm,Cable,0.5908,0.0,0.52,0.22339999675750732,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.591, Attribute=0.000, Lexical=0.520. Potential difference: material, size, grade/specification.",False
NTPC,NTP9902,16 Sq MM Aluminium Power Cable,SAIL,STL6003,Copper Cable 4mm2 Flame Retardant Low Smoke,Cable,0.5908,0.0,0.52,0.22339999675750732,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.591, Attribute=0.000, Lexical=0.520. Potential difference: material, size, grade/specification.",False
BHEL,BHL1017,Aluminium Cable 16 Sqmm,ONGC,ONG5503,FRLS Cu Cable 4 Square MM,Cable,0.5908,0.0,0.52,0.22339999675750732,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.591, Attribute=0.000, Lexical=0.520. Potential difference: material, size, grade/specification.",False
ONGC,ONG5501,2.5 Square MM Copper Cable,NTPC,NTP9902,16 Sq MM Aluminium Power Cable,Cable,0.5926,0.0,0.48,0.218299999833107,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.593, Attribute=0.000, Lexical=0.480. Potential difference: material, size, grade/specification.",False
BHEL,BHL1016,Copper Cable 2.5 Sqmm,NTPC,NTP9902,16 Sq MM Aluminium Power Cable,Cable,0.5926,0.0,0.48,0.218299999833107,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.593, Attribute=0.000, Lexical=0.480. Potential difference: material, size, grade/specification.",False
BHEL,BHL1016,Copper Cable 2.5 Sqmm,SAIL,STL6002,Aluminium Cable 16mm2 XLPE,Cable,0.5926,0.0,0.48,0.218299999833107,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.593, Attribute=0.000, Lexical=0.480. Potential difference: material, size, grade/specification.",False
ONGC,ONG5501,2.5 Square MM Copper Cable,SAIL,STL6002,Aluminium Cable 16mm2 XLPE,Cable,0.5926,0.0,0.48,0.218299999833107,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.593, Attribute=0.000, Lexical=0.480. Potential difference: material, size, grade/specification.",False
SAIL,STL6001,Copper Wire Cable 2.5mm2,BHEL,BHL1017,Aluminium Cable 16 Sqmm,Cable,0.5926,0.0,0.48,0.218299999833107,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.593, Attribute=0.000, Lexical=0.480. Potential difference: material, size, grade/specification.",False
SAIL,STL6001,Copper Wire Cable 2.5mm2,NTPC,NTP9902,16 Sq MM Aluminium Power Cable,Cable,0.5926,0.0,0.48,0.218299999833107,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.593, Attribute=0.000, Lexical=0.480. Potential difference: material, size, grade/specification.",False
SAIL,STL6001,Copper Wire Cable 2.5mm2,ONGC,ONG5502,16 Square MM Aluminium XLPE Cable,Cable,0.5926,0.0,0.48,0.218299999833107,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.593, Attribute=0.000, Lexical=0.480. Potential difference: material, size, grade/specification.",False
ONGC,ONG5501,2.5 Square MM Copper Cable,BHEL,BHL1017,Aluminium Cable 16 Sqmm,Cable,0.5926,0.0,0.48,0.218299999833107,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.593, Attribute=0.000, Lexical=0.480. Potential difference: material, size, grade/specification.",False
NTPC,NTP9901,2.5 sq mm Copper Electrical Cable,BHEL,BHL1017,Aluminium Cable 16 Sqmm,Cable,0.5926,0.0,0.48,0.218299999833107,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.593, Attribute=0.000, Lexical=0.480. Potential difference: material, size, grade/specification.",False
NTPC,NTP9901,2.5 sq mm Copper Electrical Cable,ONGC,ONG5502,16 Square MM Aluminium XLPE Cable,Cable,0.5926,0.0,0.48,0.218299999833107,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.593, Attribute=0.000, Lexical=0.480. Potential difference: material, size, grade/specification.",False
BHEL,BHL1016,Copper Cable 2.5 Sqmm,ONGC,ONG5502,16 Square MM Aluminium XLPE Cable,Cable,0.5926,0.0,0.48,0.218299999833107,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.593, Attribute=0.000, Lexical=0.480. Potential difference: material, size, grade/specification.",False
NTPC,NTP9901,2.5 sq mm Copper Electrical Cable,SAIL,STL6002,Aluminium Cable 16mm2 XLPE,Cable,0.5926,0.0,0.48,0.218299999833107,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.593, Attribute=0.000, Lexical=0.480. Potential difference: material, size, grade/specification.",False
NTPC,NTP4401,EP2 Lithium Base Grease,ONGC,ONG9902,Gear Oil VG 220 Industrial,Lubricant,0.5616,0.0,0.5818,0.21809999644756317,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.562, Attribute=0.000, Lexical=0.582. Potential difference: material, size, grade/specification.",False
ONGC,ONG9901,EP-2 Lithium Grease,SAIL,STL10002,Industrial Gear Oil Grade 220,Lubricant,0.5686,0.0,0.5152,0.21160000562667847,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.569, Attribute=0.000, Lexical=0.515. Potential difference: material, size, grade/specification.",False
ONGC,ONG9901,EP-2 Lithium Grease,NTPC,NTP4402,Gear Lubricating Oil ISO VG 220,Lubricant,0.5762,0.0,0.4762,0.2094999998807907,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.576, Attribute=0.000, Lexical=0.476. Potential difference: material, size, grade/specification.",False
SAIL,STL10001,Lithium Grease NLGI 2 EP2,ONGC,ONG9902,Gear Oil VG 220 Industrial,Lubricant,0.5449,0.0,0.5085,0.19869999587535858,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.545, Attribute=0.000, Lexical=0.508. Potential difference: material, size, grade/specification.",False
ONGC,ONG9901,EP-2 Lithium Grease,BHEL,BHL1027,Industrial Gear Oil 220,Lubricant,0.5552,0.0,0.4688,0.19789999723434448,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.555, Attribute=0.000, Lexical=0.469. Potential difference: material, size, grade/specification.",False
NTPC,NTP4401,EP2 Lithium Base Grease,SAIL,STL10002,Industrial Gear Oil Grade 220,Lubricant,0.5461,0.0,0.4848,0.19580000638961792,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.546, Attribute=0.000, Lexical=0.485. Potential difference: material, size, grade/specification.",False
SAIL,STL10001,Lithium Grease NLGI 2 EP2,NTPC,NTP4402,Gear Lubricating Oil ISO VG 220,Lubricant,0.5407,0.0,0.4776,0.19200000166893005,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.541, Attribute=0.000, Lexical=0.478. Potential difference: material, size, grade/specification.",False
BHEL,BHL1026,Lithium Grease EP2,SAIL,STL10002,Industrial Gear Oil Grade 220,Lubricant,0.5393,0.0,0.4789,0.1914999932050705,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.539, Attribute=0.000, Lexical=0.479. Potential difference: material, size, grade/specification.",False
BHEL,BHL1026,Lithium Grease EP2,ONGC,ONG9902,Gear Oil VG 220 Industrial,Lubricant,0.5529,0.0,0.4333,0.19140000641345978,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.553, Attribute=0.000, Lexical=0.433. Potential difference: material, size, grade/specification.",False
BHEL,BHL1026,Lithium Grease EP2,NTPC,NTP4402,Gear Lubricating Oil ISO VG 220,Lubricant,0.5479,0.0,0.4412,0.19009999930858612,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.548, Attribute=0.000, Lexical=0.441. Potential difference: material, size, grade/specification.",False
NTPC,NTP4401,EP2 Lithium Base Grease,BHEL,BHL1027,Industrial Gear Oil 220,Lubricant,0.5298,0.0,0.5,0.1898999959230423,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.530, Attribute=0.000, Lexical=0.500. Potential difference: material, size, grade/specification.",False
SAIL,STL10001,Lithium Grease NLGI 2 EP2,BHEL,BHL1027,Industrial Gear Oil 220,Lubricant,0.52,0.0,0.5,0.1850000023841858,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.520, Attribute=0.000, Lexical=0.500. Potential difference: material, size, grade/specification.",False
